property_id,date_id,owner_id,features_id,location_id,lastSalePrice,propertyTaxes,taxAssessments
278,216,247,248,348,549005.0,"{""2019"": {""year"": 2019, ""total"": 6943}, ""2023"": {""year"": 2023, ""total"": 7224}}","{""2019"": {""year"": 2019, ""value"": 519158, ""land"": 246366, ""improvements"": 272792}, ""2023"": {""year"": 2023, ""value"": 571179, ""land"": 336985, ""improvements"": 234194}}"
279,2,248,249,349,0.0,"{""2019"": {""year"": 2019, ""total"": 937}, ""2023"": {""year"": 2023, ""total"": 291}}","{""2019"": {""year"": 2019, ""value"": 18600, ""land"": 3750, ""improvements"": 14850}, ""2023"": {""year"": 2023, ""value"": 5250, ""land"": 5250}}"
280,217,249,250,350,785000.0,"{""2019"": {""year"": 2019, ""total"": 11260}, ""2021"": {""year"": 2021, ""total"": 11605}}","{""2019"": {""year"": 2019, ""value"": 901569, ""land"": 482368, ""improvements"": 419201}, ""2021"": {""year"": 2021, ""value"": 929126, ""land"": 497112, ""improvements"": 432014}}"
281,218,250,251,351,126000.0,"{""2019"": {""year"": 2019, ""total"": 2369}, ""2022"": {""year"": 2022, ""total"": 2494}, ""2023"": {""year"": 2023, ""total"": 2511}}","{""2019"": {""year"": 2019, ""value"": 218422, ""land"": 64242, ""improvements"": 154180}, ""2022"": {""year"": 2022, ""value"": 229601, ""land"": 67530, ""improvements"": 162071}, ""2023"": {""year"": 2023, ""value"": 234193, ""land"": 68881, ""improvements"": 165312}}"
282,216,251,252,352,317000.0,"{""2021"": {""year"": 2021, ""total"": 3296}, ""2022"": {""year"": 2022, ""total"": 3872}, ""2023"": {""year"": 2023, ""total"": 4754}}","{""2021"": {""year"": 2021, ""value"": 108600, ""land"": 28720, ""improvements"": 79880}, ""2022"": {""year"": 2022, ""value"": 127568, ""land"": 28800, ""improvements"": 98768}, ""2023"": {""year"": 2023, ""value"": 157680, ""land"": 36000, ""improvements"": 121680}}"
283,2,252,253,353,0.0,"{""2020"": {""year"": 2020, ""total"": 498}, ""2022"": {""year"": 2022, ""total"": 914}}","{""2020"": {""year"": 2020, ""value"": 4520}, ""2021"": {""year"": 2021, ""value"": 4520}, ""2023"": {""year"": 2023, ""value"": 4520}}"
284,219,253,254,354,393388.0,"{""2022"": {""year"": 2022, ""total"": 1709}, ""2023"": {""year"": 2023, ""total"": 1738}}","{""2023"": {""year"": 2023, ""value"": 35210, ""land"": 7040, ""improvements"": 28170}, ""2024"": {""year"": 2024, ""value"": 44520}}"
16,2,5,15,355,0.0,NaN,NaN
285,2,5,255,356,0.0,NaN,NaN
286,220,254,256,357,555005.0,"{""2023"": {""year"": 2023, ""total"": 7559}}","{""2023"": {""year"": 2023, ""value"": 583399, ""land"": 466721, ""improvements"": 116678}}"
287,221,255,257,358,29700.0,"{""2023"": {""year"": 2023, ""total"": 5533}}","{""2023"": {""year"": 2023, ""value"": 93470, ""land"": 19680, ""improvements"": 73790}}"
288,222,256,258,359,130000.0,NaN,NaN
289,2,5,26,360,0.0,NaN,NaN
290,2,257,259,361,0.0,"{""2024"": {""year"": 2024, ""total"": 4120}}","{""2024"": {""year"": 2024, ""value"": 119910, ""land"": 62510, ""improvements"": 57400}}"
291,223,258,260,362,544000.0,"{""2023"": {""year"": 2023, ""total"": 6252}}","{""2023"": {""year"": 2023, ""value"": 241682, ""land"": 37435, ""improvements"": 204247}}"
292,224,259,261,363,0.0,"{""2022"": {""year"": 2022, ""total"": 12375}}","{""2023"": {""year"": 2023, ""value"": 859790, ""land"": 248625, ""improvements"": 611165}}"
293,2,260,262,364,0.0,"{""2019"": {""year"": 2019, ""total"": 538}}","{""2019"": {""year"": 2019, ""value"": 226020, ""land"": 211020, ""improvements"": 15000}}"
16,2,5,15,365,0.0,NaN,NaN
294,225,261,263,366,0.0,"{""2022"": {""year"": 2022, ""total"": 5603}, ""2023"": {""year"": 2023, ""total"": 5425}}","{""2022"": {""year"": 2022, ""value"": 78300, ""land"": 72050, ""improvements"": 6250}, ""2023"": {""year"": 2023, ""value"": 87920, ""land"": 72050, ""improvements"": 15870}}"
295,226,262,264,367,0.0,"{""2022"": {""year"": 2022, ""total"": 5362}}","{""2022"": {""year"": 2022, ""value"": 334755, ""land"": 90250, ""improvements"": 244505}, ""2023"": {""year"": 2023, ""value"": 384994, ""land"": 109250, ""improvements"": 275744}}"
296,227,263,265,368,109500.0,"{""2020"": {""year"": 2020, ""total"": 2234}, ""2022"": {""year"": 2022, ""total"": 2384}}","{""2021"": {""year"": 2021, ""value"": 97450, ""land"": 8230, ""improvements"": 89220}, ""2023"": {""year"": 2023, ""value"": 112160, ""land"": 8230, ""improvements"": 103930}}"
16,2,5,15,369,0.0,NaN,NaN
297,228,264,266,370,82500.0,"{""2019"": {""year"": 2019, ""total"": 5239}, ""2021"": {""year"": 2021, ""total"": 5546}, ""2022"": {""year"": 2022, ""total"": 5570}}","{""2019"": {""year"": 2019, ""value"": 187100, ""land"": 74900, ""improvements"": 112200}, ""2021"": {""year"": 2021, ""value"": 73990, ""land"": 29610, ""improvements"": 44380}, ""2022"": {""year"": 2022, ""value"": 73990, ""land"": 29610, ""improvements"": 44380}}"
298,229,265,267,371,0.0,"{""2022"": {""year"": 2022, ""total"": 3523}, ""2023"": {""year"": 2023, ""total"": 2261}}","{""2022"": {""year"": 2022, ""value"": 193530, ""land"": 12620, ""improvements"": 180910}, ""2023"": {""year"": 2023, ""value"": 220430, ""land"": 30290, ""improvements"": 190140}, ""2024"": {""year"": 2024, ""value"": 215808, ""land"": 30290, ""improvements"": 193280}}"
16,2,5,15,372,0.0,NaN,NaN
299,230,266,268,373,196618.0,"{""2023"": {""year"": 2023, ""total"": 4536}}","{""2023"": {""year"": 2023, ""value"": 64082, ""land"": 6505, ""improvements"": 57577}}"
300,231,267,269,374,0.0,"{""2020"": {""year"": 2020, ""total"": 5188}, ""2022"": {""year"": 2022, ""total"": 5517}}","{""2020"": {""year"": 2020, ""value"": 241504, ""land"": 63000, ""improvements"": 178504}, ""2022"": {""year"": 2022, ""value"": 333288, ""land"": 90000, ""improvements"": 243288}, ""2023"": {""year"": 2023, ""value"": 365124, ""land"": 99000, ""improvements"": 266124}}"
301,2,268,270,375,0.0,NaN,"{""2020"": {""year"": 2020, ""value"": 12216, ""improvements"": 12216}, ""2022"": {""year"": 2022, ""value"": 16487, ""improvements"": 16487}, ""2024"": {""year"": 2024, ""value"": 17153, ""improvements"": 17153}}"
16,2,5,15,376,0.0,NaN,NaN
302,2,5,26,377,0.0,NaN,NaN
303,232,269,271,378,246000.0,"{""2020"": {""year"": 2020, ""total"": 3672}, ""2023"": {""year"": 2023, ""total"": 3268}}","{""2020"": {""year"": 2020, ""value"": 117560, ""land"": 24000, ""improvements"": 93560}, ""2023"": {""year"": 2023, ""value"": 147520, ""land"": 32000, ""improvements"": 115520}}"
304,233,270,272,379,137500.0,"{""2019"": {""year"": 2019, ""total"": 5508}, ""2022"": {""year"": 2022, ""total"": 5552}, ""2023"": {""year"": 2023, ""total"": 6610}, ""2024"": {""year"": 2024, ""total"": 6610}}","{""2019"": {""year"": 2019, ""value"": 144760, ""land"": 41090, ""improvements"": 103670}, ""2022"": {""year"": 2022, ""value"": 144760, ""land"": 41090, ""improvements"": 103670}, ""2024"": {""year"": 2024, ""value"": 207550, ""land"": 52570, ""improvements"": 154980}}"
305,234,271,273,380,185000.0,"{""2019"": {""year"": 2019, ""total"": 1861}, ""2023"": {""year"": 2023, ""total"": 2461}}","{""2019"": {""year"": 2019, ""value"": 182800, ""land"": 37200, ""improvements"": 145600}, ""2023"": {""year"": 2023, ""value"": 245000, ""land"": 37200, ""improvements"": 207800}}"
306,235,272,274,381,190000.0,"{""2023"": {""year"": 2023, ""total"": 1866}}","{""2023"": {""year"": 2023, ""value"": 190000}}"
307,236,273,275,382,386269.0,"{""2022"": {""year"": 2022, ""total"": 9229}, ""2024"": {""year"": 2024, ""total"": 9684}}","{""2022"": {""year"": 2022, ""value"": 448100, ""land"": 84300, ""improvements"": 363800}, ""2024"": {""year"": 2024, ""value"": 448100, ""land"": 84300, ""improvements"": 363800}}"
16,2,5,15,383,0.0,NaN,NaN
308,2,5,160,384,0.0,NaN,NaN
16,237,5,15,385,100100.0,NaN,NaN
309,2,274,276,386,0.0,"{""2022"": {""year"": 2022, ""total"": 281}, ""2023"": {""year"": 2023, ""total"": 342}, ""2024"": {""year"": 2024, ""total"": 371}}","{""2022"": {""year"": 2022, ""value"": 8140}, ""2023"": {""year"": 2023, ""value"": 9900}, ""2024"": {""year"": 2024, ""value"": 10300}}"
310,2,5,44,387,0.0,NaN,NaN
16,2,5,15,388,0.0,NaN,NaN
311,238,275,277,389,135000.0,"{""2022"": {""year"": 2022, ""total"": 1789}, ""2023"": {""year"": 2023, ""total"": 1831}}","{""2022"": {""year"": 2022, ""value"": 164197, ""land"": 42567, ""improvements"": 121630}, ""2023"": {""year"": 2023, ""value"": 167480, ""land"": 43418, ""improvements"": 124062}}"
312,2,276,278,390,0.0,"{""2017"": {""year"": 2017, ""total"": 4430}, ""2018"": {""year"": 2018, ""total"": 4818}, ""2022"": {""year"": 2022, ""total"": 5296}, ""2023"": {""year"": 2023, ""total"": 5551}, ""2024"": {""year"": 2024, ""total"": 5884}}","{""2018"": {""year"": 2018, ""value"": 23030, ""land"": 9801, ""improvements"": 13229}, ""2022"": {""year"": 2022, ""value"": 35400, ""land"": 12180, ""improvements"": 23220}, ""2023"": {""year"": 2023, ""value"": 27636, ""land"": 8202, ""improvements"": 19434}, ""2024"": {""year"": 2024, ""value"": 35760, ""land"": 12180, ""improvements"": 23580}}"
313,2,277,279,391,0.0,"{""2022"": {""year"": 2022, ""total"": 3783}, ""2023"": {""year"": 2023, ""total"": 4850}}","{""2022"": {""year"": 2022, ""value"": 36168, ""land"": 13059, ""improvements"": 23109}, ""2023"": {""year"": 2023, ""value"": 51148, ""land"": 16690, ""improvements"": 34458}}"
314,239,278,280,392,176900.0,"{""2022"": {""year"": 2022, ""total"": 4222}, ""2023"": {""year"": 2023, ""total"": 4343}}","{""2022"": {""year"": 2022, ""value"": 214850}, ""2023"": {""year"": 2023, ""value"": 221290}}"
315,240,279,281,393,235000.0,"{""2022"": {""year"": 2022, ""total"": 2217}}","{""2021"": {""year"": 2021, ""value"": 44884, ""land"": 17031, ""improvements"": 27853}, ""2022"": {""year"": 2022, ""value"": 44884, ""land"": 17031, ""improvements"": 27853}}"
16,241,5,15,394,550000.0,NaN,NaN
316,242,280,282,395,324500.0,"{""2022"": {""year"": 2022, ""total"": 3701}, ""2024"": {""year"": 2024, ""total"": 4024}}","{""2022"": {""year"": 2022, ""value"": 30920, ""land"": 1253, ""improvements"": 29667}, ""2024"": {""year"": 2024, ""value"": 20033, ""land"": 673, ""improvements"": 19360}}"
317,243,281,283,396,130000.0,"{""2019"": {""year"": 2019, ""total"": 3087}, ""2022"": {""year"": 2022, ""total"": 3757}, ""2023"": {""year"": 2023, ""total"": 4180}}","{""2019"": {""year"": 2019, ""value"": 208000, ""land"": 65600, ""improvements"": 142400}, ""2022"": {""year"": 2022, ""value"": 289600, ""land"": 70200, ""improvements"": 219400}, ""2023"": {""year"": 2023, ""value"": 339300, ""land"": 97300, ""improvements"": 242000}}"
318,2,5,26,397,0.0,NaN,NaN
16,2,5,15,398,0.0,NaN,NaN
16,2,5,15,399,0.0,NaN,NaN
319,244,282,284,400,0.0,"{""2017"": {""year"": 2017, ""total"": 1610}, ""2023"": {""year"": 2023, ""total"": 1727}}","{""2017"": {""year"": 2017, ""value"": 13358, ""land"": 3250, ""improvements"": 10108}, ""2023"": {""year"": 2023, ""value"": 13948}}"
320,245,283,285,401,273000.0,"{""2019"": {""year"": 2019, ""total"": 2804}}","{""2018"": {""year"": 2018, ""value"": 275900, ""land"": 58500, ""improvements"": 217400}}"
321,246,284,286,402,8000.0,"{""2017"": {""year"": 2017, ""total"": 967}, ""2020"": {""year"": 2020, ""total"": 967}, ""2022"": {""year"": 2022, ""total"": 1457}, ""2023"": {""year"": 2023, ""total"": 1457}}","{""2018"": {""year"": 2018, ""value"": 70200, ""land"": 12000, ""improvements"": 58200}, ""2020"": {""year"": 2020, ""value"": 70200, ""land"": 12000, ""improvements"": 58200}, ""2022"": {""year"": 2022, ""value"": 108100, ""land"": 26000, ""improvements"": 82100}, ""2023"": {""year"": 2023, ""value"": 108100, ""land"": 26000, ""improvements"": 82100}}"
322,247,285,287,403,0.0,"{""2020"": {""year"": 2020, ""total"": 3255}, ""2023"": {""year"": 2023, ""total"": 3414}}","{""2020"": {""year"": 2020, ""value"": 43300, ""land"": 9700, ""improvements"": 33600}, ""2023"": {""year"": 2023, ""value"": 49100, ""land"": 10700, ""improvements"": 38400}}"
16,2,5,15,404,0.0,NaN,NaN
323,248,286,288,405,462000.0,"{""2019"": {""year"": 2019, ""total"": 4208}, ""2021"": {""year"": 2021, ""total"": 4453}, ""2022"": {""year"": 2022, ""total"": 4327}, ""2023"": {""year"": 2023, ""total"": 4547}}","{""2020"": {""year"": 2020, ""value"": 42130, ""land"": 8420, ""improvements"": 33710}, ""2022"": {""year"": 2022, ""value"": 45020, ""land"": 9000, ""improvements"": 36020}, ""2023"": {""year"": 2023, ""value"": 59810, ""land"": 11960, ""improvements"": 47850}, ""2024"": {""year"": 2024, ""value"": 74360}}"
324,2,5,26,406,0.0,"{""2014"": {""year"": 2014, ""total"": 64}, ""2015"": {""year"": 2015, ""total"": 64}, ""2016"": {""year"": 2016, ""total"": 64}, ""2017"": {""year"": 2017, ""total"": 64}, ""2018"": {""year"": 2018, ""total"": 64}, ""2019"": {""year"": 2019, ""total"": 64}, ""2020"": {""year"": 2020, ""total"": 64}, ""2021"": {""year"": 2021, ""total"": 55}, ""2022"": {""year"": 2022, ""total"": 55}, ""2023"": {""year"": 2023, ""total"": 55}}","{""2014"": {""year"": 2014, ""value"": 2350, ""land"": null, ""improvements"": null}, ""2015"": {""year"": 2015, ""value"": 2350, ""land"": null, ""improvements"": null}, ""2016"": {""year"": 2016, ""value"": 2350, ""land"": null, ""improvements"": null}, ""2017"": {""year"": 2017, ""value"": 2350, ""land"": null, ""improvements"": null}, ""2018"": {""year"": 2018, ""value"": 2350, ""land"": null, ""improvements"": null}, ""2019"": {""year"": 2019, ""value"": 2350, ""land"": null, ""improvements"": null}, ""2020"": {""year"": 2020, ""value"": 2350, ""land"": null, ""improvements"": null}, ""2021"": {""year"": 2021, ""value"": 2500, ""land"": null, ""improvements"": null}, ""2022"": {""year"": 2022, ""value"": 2500, ""land"": null, ""improvements"": null}, ""2023"": {""year"": 2023, ""value"": 2500, ""land"": null, ""improvements"": null}}"
325,2,287,289,407,0.0,"{""2022"": {""year"": 2022, ""total"": 829}, ""2023"": {""year"": 2023, ""total"": 898}}","{""2022"": {""year"": 2022, ""value"": 22600, ""land"": 5400, ""improvements"": 17200}, ""2023"": {""year"": 2023, ""value"": 22600, ""land"": 5400, ""improvements"": 17200}, ""2024"": {""year"": 2024, ""value"": 167300, ""land"": 54500, ""improvements"": 112800}}"
326,249,288,290,408,379000.0,"{""2020"": {""year"": 2020, ""total"": 1453}, ""2021"": {""year"": 2021, ""total"": 1566}, ""2023"": {""year"": 2023, ""total"": 2088}, ""2024"": {""year"": 2024, ""total"": 2227}}","{""2021"": {""year"": 2021, ""value"": 227000, ""land"": 61000, ""improvements"": 166000}, ""2023"": {""year"": 2023, ""value"": 348000, ""land"": 63000, ""improvements"": 285000}, ""2024"": {""year"": 2024, ""value"": 348000, ""land"": 63000, ""improvements"": 285000}}"
327,250,289,291,409,730000.0,"{""2022"": {""year"": 2022, ""total"": 8792}, ""2024"": {""year"": 2024, ""total"": 10280}}","{""2022"": {""year"": 2022, ""value"": 808100, ""land"": 243500, ""improvements"": 564600}, ""2024"": {""year"": 2024, ""value"": 943100, ""land"": 284000, ""improvements"": 659100}}"
328,2,5,15,410,0.0,NaN,NaN
329,251,290,292,411,0.0,"{""2022"": {""year"": 2022, ""total"": 3325}, ""2023"": {""year"": 2023, ""total"": 2893}}","{""2022"": {""year"": 2022, ""value"": 250989, ""land"": 31465, ""improvements"": 219524}, ""2024"": {""year"": 2024, ""value"": 264923, ""land"": 64503, ""improvements"": 200420}}"
330,50,291,293,412,130000.0,"{""2021"": {""year"": 2021, ""total"": 819}, ""2023"": {""year"": 2023, ""total"": 869}}","{""2022"": {""year"": 2022, ""value"": 53264, ""land"": 31500, ""improvements"": 21764}, ""2024"": {""year"": 2024, ""value"": 55024, ""land"": 31150, ""improvements"": 23874}}"
16,2,5,15,413,0.0,NaN,NaN
16,2,5,15,414,0.0,NaN,NaN
16,2,5,15,415,0.0,NaN,NaN
331,252,292,294,416,230000.0,"{""2019"": {""year"": 2019, ""total"": 6935}, ""2023"": {""year"": 2023, ""total"": 8243}}","{""2019"": {""year"": 2019, ""value"": 315500, ""land"": 128700, ""improvements"": 186800}, ""2023"": {""year"": 2023, ""value"": 486000, ""land"": 180300, ""improvements"": 305700}}"
16,2,5,15,417,0.0,NaN,NaN
332,253,293,295,418,130000.0,"{""2019"": {""year"": 2019, ""total"": 1834}, ""2022"": {""year"": 2022, ""total"": 1940}, ""2023"": {""year"": 2023, ""total"": 2043}, ""2024"": {""year"": 2024, ""total"": 2246}}","{""2019"": {""year"": 2019, ""value"": 112480}, ""2021"": {""year"": 2021, ""value"": 116677}, ""2022"": {""year"": 2022, ""value"": 120177}, ""2023"": {""year"": 2023, ""value"": 123782}, ""2024"": {""year"": 2024, ""value"": 127495}}"
333,2,5,26,419,0.0,NaN,NaN
334,2,294,296,420,0.0,"{""2020"": {""year"": 2020, ""total"": 3179}}","{""2020"": {""year"": 2020, ""value"": 24720, ""land"": 4290, ""improvements"": 20430}}"
335,254,295,297,421,529000.0,"{""2020"": {""year"": 2020, ""total"": 6738}, ""2023"": {""year"": 2023, ""total"": 6972}}","{""2021"": {""year"": 2021, ""value"": 534479, ""land"": 212175, ""improvements"": 322304}, ""2023"": {""year"": 2023, ""value"": 556071, ""land"": 220746, ""improvements"": 335325}}"
336,255,296,298,422,235000.0,"{""2022"": {""year"": 2022, ""total"": 5137}}","{""2022"": {""year"": 2022, ""value"": 337500, ""land"": 43000, ""improvements"": 294500}}"
337,256,297,299,423,335000.0,"{""2022"": {""year"": 2022, ""total"": 999}, ""2023"": {""year"": 2023, ""total"": 1462}}","{""2022"": {""year"": 2022, ""value"": 20958, ""land"": 2700, ""improvements"": 18258}, ""2023"": {""year"": 2023, ""value"": 13220, ""land"": 2400, ""improvements"": 10820}}"
5,257,5,5,424,700000.0,NaN,NaN
338,258,298,300,425,110000.0,"{""2020"": {""year"": 2020, ""total"": 477}, ""2023"": {""year"": 2023, ""total"": 795}}","{""2019"": {""year"": 2019}, ""2022"": {""year"": 2022, ""value"": 56800, ""land"": 11360, ""improvements"": 45440}, ""2023"": {""year"": 2023, ""value"": 56800, ""land"": 11360, ""improvements"": 45440}}"
339,259,299,301,426,130000.0,"{""2022"": {""year"": 2022, ""total"": 3775}, ""2023"": {""year"": 2023, ""total"": 3852}, ""2024"": {""year"": 2024, ""total"": 4012}}","{""2022"": {""year"": 2022, ""value"": 219520}, ""2023"": {""year"": 2023, ""value"": 232880}, ""2024"": {""year"": 2024, ""value"": 232880}}"
340,260,300,26,427,217950.0,"{""2023"": {""year"": 2023, ""total"": 3696}}","{""2023"": {""year"": 2023, ""value"": 315000, ""land"": 50000, ""improvements"": 265000}}"
341,261,301,302,428,53500.0,"{""2021"": {""year"": 2021, ""total"": 2692}}","{""2022"": {""year"": 2022, ""value"": 94900, ""land"": 17700, ""improvements"": 77200}, ""2023"": {""year"": 2023, ""value"": 112600, ""land"": 18000, ""improvements"": 94600}}"
16,262,5,15,429,0.0,NaN,NaN
342,2,5,26,430,0.0,NaN,NaN
343,263,302,303,431,647000.0,"{""2022"": {""year"": 2022, ""total"": 4535}, ""2023"": {""year"": 2023, ""total"": 5395}, ""2024"": {""year"": 2024, ""total"": 5347}}","{""2022"": {""year"": 2022, ""value"": 38070, ""land"": 8610, ""improvements"": 29460}, ""2023"": {""year"": 2023, ""value"": 54270, ""land"": 13190, ""improvements"": 41080}, ""2024"": {""year"": 2024, ""value"": 54270, ""land"": 13190, ""improvements"": 41080}}"
344,264,303,304,432,72500.0,"{""2020"": {""year"": 2020, ""total"": 3440}, ""2021"": {""year"": 2021, ""total"": 3503}, ""2022"": {""year"": 2022, ""total"": 5419}, ""2023"": {""year"": 2023, ""total"": 5853}}","{""2020"": {""year"": 2020, ""value"": 69880, ""land"": 6640, ""improvements"": 63240}, ""2021"": {""year"": 2021, ""value"": 71320, ""land"": 6640, ""improvements"": 64680}, ""2022"": {""year"": 2022, ""value"": 114960, ""land"": 14000, ""improvements"": 100960}, ""2023"": {""year"": 2023, ""value"": 124040, ""land"": 14000, ""improvements"": 110040}}"
345,265,304,305,433,675000.0,"{""2019"": {""year"": 2019, ""total"": 11163}, ""2022"": {""year"": 2022, ""total"": 11259}, ""2023"": {""year"": 2023, ""total"": 11598}}","{""2019"": {""year"": 2019, ""value"": 553338, ""land"": 261540, ""improvements"": 291798}, ""2022"": {""year"": 2022, ""value"": 626976}, ""2023"": {""year"": 2023, ""value"": 645785}}"
346,266,305,306,434,200000.0,"{""2022"": {""year"": 2022, ""total"": 3549}}","{""2022"": {""year"": 2022, ""value"": 283576}}"
16,2,5,15,435,0.0,NaN,NaN
347,267,306,307,436,51900.0,"{""2023"": {""year"": 2023, ""total"": 1281}, ""2024"": {""year"": 2024, ""total"": 5974}}","{""2023"": {""year"": 2023, ""value"": 113154, ""land"": 43519, ""improvements"": 69635}, ""2024"": {""year"": 2024, ""value"": 500000, ""land"": 300000, ""improvements"": 200000}}"
348,268,307,308,437,450000.0,"{""2023"": {""year"": 2023, ""total"": 8130}, ""2024"": {""year"": 2024, ""total"": 7753}}","{""2023"": {""year"": 2023, ""value"": 501978, ""land"": 89239, ""improvements"": 412739}, ""2024"": {""year"": 2024, ""value"": 512016, ""land"": 91023, ""improvements"": 420993}}"
349,269,308,309,438,475000.0,"{""2019"": {""year"": 2019, ""total"": 5685}, ""2022"": {""year"": 2022, ""total"": 5170}, ""2023"": {""year"": 2023, ""total"": 4728}}","{""2019"": {""year"": 2019, ""value"": 187316, ""land"": 18000, ""improvements"": 169316}, ""2022"": {""year"": 2022, ""value"": 204192, ""land"": 18000, ""improvements"": 186192}, ""2023"": {""year"": 2023, ""value"": 208784, ""land"": 32000, ""improvements"": 176784}}"
350,270,309,310,439,144000.0,"{""2022"": {""year"": 2022, ""total"": 861}}","{""2022"": {""year"": 2022, ""value"": 30440, ""land"": 7260, ""improvements"": 23180}}"
351,271,310,311,440,0.0,"{""2020"": {""year"": 2020, ""total"": 857}, ""2022"": {""year"": 2022, ""total"": 1199}, ""2023"": {""year"": 2023, ""total"": 1300}}","{""2020"": {""year"": 2020, ""value"": 83900, ""land"": 4000, ""improvements"": 79900}, ""2022"": {""year"": 2022, ""value"": 118100, ""land"": 4000, ""improvements"": 114100}, ""2023"": {""year"": 2023, ""value"": 128200, ""land"": 4000, ""improvements"": 124200}}"
16,2,5,15,441,0.0,NaN,NaN
352,262,311,312,442,303000.0,"{""2020"": {""year"": 2020, ""total"": 2674}, ""2023"": {""year"": 2023, ""total"": 3133}}","{""2020"": {""year"": 2020, ""value"": 308600, ""land"": 50000, ""improvements"": 258600}, ""2023"": {""year"": 2023, ""value"": 361600, ""land"": 75000, ""improvements"": 286600}}"
16,2,5,15,443,0.0,NaN,NaN
353,272,312,313,444,1425000.0,"{""2021"": {""year"": 2021, ""total"": 14230}, ""2022"": {""year"": 2022, ""total"": 8297}}","{""2020"": {""year"": 2020, ""value"": 1462000, ""land"": 1112000, ""improvements"": 350000}, ""2022"": {""year"": 2022, ""value"": 993000, ""land"": 156000, ""improvements"": 837000}}"
354,2,313,314,445,0.0,"{""2019"": {""year"": 2019, ""total"": 496}, ""2020"": {""year"": 2020, ""total"": 451}}","{""2019"": {""year"": 2019, ""value"": 65400, ""land"": 10600, ""improvements"": 54800}, ""2020"": {""year"": 2020, ""value"": 65400, ""land"": 10600, ""improvements"": 54800}}"
355,273,314,315,446,282000.0,"{""2016"": {""year"": 2016, ""total"": 5741}}","{""2021"": {""year"": 2021, ""value"": 222000, ""land"": 25400, ""improvements"": 196600}, ""2023"": {""year"": 2023, ""value"": 222000, ""land"": 25400, ""improvements"": 196600}}"
356,274,315,316,447,95000.0,"{""2020"": {""year"": 2020, ""total"": 20}, ""2023"": {""year"": 2023, ""total"": 1608}}","{""2023"": {""year"": 2023, ""value"": 129000, ""land"": 58000, ""improvements"": 71000}, ""2024"": {""year"": 2024, ""value"": 134000, ""land"": 58000, ""improvements"": 76000}}"
357,275,316,317,448,0.0,"{""2022"": {""year"": 2022, ""total"": 10541}, ""2023"": {""year"": 2023, ""total"": 8924}}","{""2022"": {""year"": 2022, ""value"": 295539, ""land"": 59000, ""improvements"": 236539}, ""2023"": {""year"": 2023, ""value"": 405654, ""land"": 79000, ""improvements"": 326654}, ""2024"": {""year"": 2024, ""value"": 374777, ""land"": 79000, ""improvements"": 295777}}"
358,276,317,318,449,263000.0,"{""2024"": {""year"": 2024, ""total"": 7213}}","{""2019"": {""year"": 2019, ""value"": 280600, ""land"": 71500, ""improvements"": 209100}, ""2024"": {""year"": 2024, ""value"": 280600, ""land"": 71500, ""improvements"": 209100}}"
16,2,5,15,450,0.0,NaN,NaN
359,277,5,5,451,315950.0,NaN,NaN
360,278,318,319,452,225000.0,NaN,"{""2023"": {""year"": 2023, ""value"": 3590, ""land"": 390, ""improvements"": 3200}}"
361,279,319,320,453,0.0,"{""2022"": {""year"": 2022, ""total"": 6150}, ""2023"": {""year"": 2023, ""total"": 5679}, ""2024"": {""year"": 2024, ""total"": 6339}}","{""2022"": {""year"": 2022, ""value"": 314610, ""land"": 84000, ""improvements"": 230610}, ""2023"": {""year"": 2023, ""value"": 314610, ""land"": 84000, ""improvements"": 230610}, ""2024"": {""year"": 2024, ""value"": 334240, ""land"": 108000, ""improvements"": 226240}}"
5,2,5,5,454,0.0,NaN,NaN
362,2,320,321,455,0.0,"{""2022"": {""year"": 2022, ""total"": 618}, ""2023"": {""year"": 2023, ""total"": 597}, ""2024"": {""year"": 2024, ""total"": 639}}","{""2022"": {""year"": 2022, ""value"": 80223}, ""2023"": {""year"": 2023, ""value"": 82630}, ""2024"": {""year"": 2024, ""value"": 85109}}"
363,2,321,322,456,0.0,"{""2018"": {""year"": 2018, ""total"": 10808}, ""2023"": {""year"": 2023, ""total"": 11009}}","{""2019"": {""year"": 2019, ""value"": 1070, ""land"": 750, ""improvements"": 320}, ""2023"": {""year"": 2023, ""value"": 643, ""land"": 299, ""improvements"": 344}}"
16,2,5,15,457,0.0,NaN,NaN
364,280,322,323,458,299999.0,"{""2020"": {""year"": 2020, ""total"": 506}, ""2022"": {""year"": 2022, ""total"": 538}, ""2023"": {""year"": 2023, ""total"": 580}}","{""2021"": {""year"": 2021, ""value"": 35957, ""land"": 19950, ""improvements"": 16007}, ""2023"": {""year"": 2023, ""value"": 44120, ""land"": 26250, ""improvements"": 17870}, ""2024"": {""year"": 2024, ""value"": 41941, ""land"": 23100, ""improvements"": 18841}}"
365,281,5,26,459,130000.0,NaN,NaN
16,2,5,15,460,0.0,NaN,NaN
366,2,5,44,461,0.0,NaN,NaN
367,2,323,324,462,0.0,"{""2022"": {""year"": 2022, ""total"": 7630}, ""2023"": {""year"": 2023, ""total"": 8368}}","{""2022"": {""year"": 2022, ""value"": 101036, ""land"": 30012, ""improvements"": 71024}, ""2023"": {""year"": 2023, ""value"": 114314, ""land"": 30012, ""improvements"": 84302}}"
